,ポケモン名,オリジナルのタイプ1,オリジナルのタイプ2,HP,攻撃,防御,特攻,特防,素早,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,タイプ和,テラスタイプ
519,キラフロル,いわ,どく,83,55,90,130,81,86,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,20.858234280651175,どく
520,ケンタロス(パルデア炎),かくとう,ほのお,75,110,105,30,70,100,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,19.651618076318744,かくとう
521,サーフゴー,はがね,ゴースト,87,60,95,133,91,84,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,14.711038235228319,あく
522,リキキリン,ノーマル,エスパー,120,90,70,110,70,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,20.241807301760826,エスパー
523,バンバドロ,じめん,なし,100,125,100,55,85,35,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,20.087316899167632,ひこう
524,ヘイラッシャ,みず,なし,150,100,115,65,65,35,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,19.126788651229297,ドラゴン
525,サーフゴー,はがね,ゴースト,87,60,95,133,91,84,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,15.330880555595533,はがね
526,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,21.588602479437665,ノーマル
527,サケブシッポ,フェアリー,エスパー,115,65,99,65,115,111,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,19.034903325928575,ノーマル
528,ドヒドイデ,どく,みず,50,63,152,53,142,35,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,18.495646839392148,むし
529,ガチグマ,じめん,ノーマル,130,140,105,45,80,50,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,20.016014821895354,ノーマル
530,シビルドン,でんき,なし,85,115,80,105,80,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,19.150992068876647,でんき
531,ダイオウドウ,はがね,なし,122,130,69,80,69,30,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,15.768897489696705,ひこう
532,トリトドン,みず,じめん,111,83,68,92,82,39,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,18.67074422155352,みず
533,ドドゲザン,あく,はがね,100,135,120,60,85,50,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,17.34261336441183,ノーマル
534,クエスパトラ,エスパー,なし,95,60,60,101,60,105,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,21.37413739044301,あく
535,マスカーニャ,くさ,あく,76,110,70,81,70,123,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,23.08874766543111,くさ
536,ストライク,むし,ひこう,70,110,80,55,80,105,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,22.136670254305844,あく
537,フラージェス,フェアリー,なし,78,65,68,112,154,75,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,18.215078531195232,じめん
538,ワナイダー,むし,なし,60,79,92,52,86,35,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.854808544282797,むし
539,カジリガメ,みず,いわ,90,115,90,48,68,74,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.25283512971112,いわ
540,ドクロッグ,どく,かくとう,83,106,65,86,65,85,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,21.569974165393944,じめん
541,ドンメル,ほのお,じめん,60,60,40,65,45,35,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,19.028346235040935,くさ
542,エルレイド,エスパー,かくとう,68,125,65,65,115,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,20.631442642833633,あく
543,マリルリ,みず,フェアリー,100,50,80,60,80,50,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,18.367890964470302,くさ
544,イダイナキバ,じめん,かくとう,115,131,131,53,53,87,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,2.0,2.0,0.5,0.25,1.0,1.0,0.5,1.0,2.0,22.433258150451888,くさ
545,ハギギシリ,みず,エスパー,68,105,70,70,70,92,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,20.308965975164945,みず
546,トドロクツキ,ドラゴン,あく,105,139,71,55,101,119,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,21.28618225978391,ひこう
547,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,21.6611061342378,じめん
548,ドオー,どく,じめん,130,75,60,45,100,20,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,18.25730669506007,みず
549,デカグース,ノーマル,なし,88,110,60,55,60,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.21733545877912,ノーマル
550,ヘルガー,あく,ほのお,75,90,50,110,80,95,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,19.14709747552301,フェアリー
551,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,21.548686374737198,ほのお
552,ルチャブル,かくとう,ひこう,78,92,75,74,63,118,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,20.807716354564583,ひこう
553,ベトベトン,どく,なし,105,105,75,65,100,50,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,18.886781150570627,かくとう
554,キラフロル,いわ,どく,83,55,90,130,81,86,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,21.451698222226373,フェアリー
555,リキキリン,ノーマル,エスパー,120,90,70,110,70,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,19.342789364598172,ほのお
556,ストリンダー(ハイ),でんき,どく,75,98,70,114,70,75,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,19.580306176151186,ノーマル
557,マフィティフ,あく,なし,80,120,90,60,70,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,20.549907005573907,ゴースト
558,イエッサン♂,エスパー,ノーマル,60,65,55,105,95,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,19.425408366390787,フェアリー
559,ハカドッグ,ゴースト,なし,72,101,100,50,97,68,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,17.446193105895222,ノーマル
560,シャワーズ,みず,なし,130,65,60,110,95,65,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,18.780187540004164,くさ
561,サザンドラ,あく,ドラゴン,92,105,90,125,90,98,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,21.449568665900326,ノーマル
562,シビルドン,でんき,なし,85,115,80,105,80,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,18.794868052356705,でんき
563,オトシドリ,ひこう,あく,70,103,85,60,85,82,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,18.671368562361096,いわ
564,ミミッキュ,ゴースト,フェアリー,55,90,80,50,105,96,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0,17.759953687269352,ゴースト
565,ウォッシュロトム,でんき,みず,50,65,107,105,107,86,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,17.621141605849548,でんき
566,キラフロル,いわ,どく,83,55,90,130,81,86,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,21.44328819147149,くさ
567,ドクロッグ,どく,かくとう,83,106,65,86,65,85,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,20.614112956375685,じめん
568,ミミズズ,はがね,なし,70,85,145,60,55,65,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,15.39665613596361,はがね
569,ウォーグル,ノーマル,ひこう,100,123,75,57,75,80,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,19.42910591325626,じめん
570,キラフロル,いわ,どく,83,55,90,130,81,86,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,20.777309598468012,じめん
571,ノクタス,くさ,あく,70,115,60,115,60,55,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,24.317116158250677,ゴースト
572,スナノケガワ,でんき,じめん,85,81,97,121,85,101,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,19.493802170129637,みず
573,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.793517441397476,ゴースト
574,ポットデス,ゴースト,なし,60,65,65,134,114,70,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,17.383154489407367,ゴースト
575,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.65909443160116,みず
576,リングマ,ノーマル,なし,90,130,75,75,75,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.666733156125005,ひこう
577,ドータクン,はがね,エスパー,67,89,116,79,116,33,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5,17.283566011244282,でんき
578,ガブリアス,ドラゴン,じめん,108,130,95,80,85,102,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,21.948643701213907,はがね
579,タイカイデン,でんき,ひこう,70,70,60,105,60,125,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,17.595365045109617,でんき
580,マリルリ,みず,フェアリー,100,50,80,60,80,50,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,18.046684062787754,みず
581,ガケガニ,いわ,なし,70,100,115,35,55,75,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,21.57840171292832,いわ
582,ワナイダー,むし,なし,60,79,92,52,86,35,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,20.71615899451021,むし
583,ヘイラッシャ,みず,なし,150,100,115,65,65,35,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,18.576960486915095,くさ
584,フラージェス,フェアリー,なし,78,65,68,112,154,75,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,18.292141294275474,じめん
585,サーフゴー,はがね,ゴースト,87,60,95,133,91,84,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,15.621459689836447,ゴースト
586,デカヌチャン,フェアリー,はがね,85,75,77,70,105,94,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,13.306799286627585,フェアリー
587,ミミズズ,はがね,なし,70,85,145,60,55,65,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,16.37002724991641,ほのお
588,バンギラス,いわ,あく,100,134,110,95,100,61,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,23.58108729285138,ドラゴン
589,リキキリン,ノーマル,エスパー,120,90,70,110,70,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,19.295110693441288,かくとう
590,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.985234951708904,フェアリー
591,サーフゴー,はがね,ゴースト,87,60,95,133,91,84,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,15.385077182685292,ひこう
592,クエスパトラ,エスパー,なし,95,60,60,101,60,105,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,21.18778539552862,かくとう
593,ジュペッタ,ゴースト,なし,64,115,65,83,63,65,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,17.404053286866144,どく
594,クエスパトラ,エスパー,なし,95,60,60,101,60,105,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,20.271505653876446,かくとう
595,ヘイラッシャ,みず,なし,150,100,115,65,65,35,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,18.36498052985997,じめん
596,キノガッサ,くさ,かくとう,60,130,80,60,60,70,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,23.17525830925659,いわ
597,ザングース,ノーマル,なし,73,115,60,60,60,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,19.04770677262394,あく
598,ルガルガン(たそがれ),いわ,なし,75,117,65,55,65,110,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,21.775734969278545,いわ
599,スコヴィラン,くさ,ほのお,65,108,65,108,65,75,1.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,19.52402961763169,こおり
600,オンバーン,ひこう,ドラゴン,85,70,80,97,80,123,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,21.58798121275443,ノーマル
601,テツノドクガ,ほのお,どく,80,70,60,140,110,110,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25,20.619322219604168,くさ
602,ウォッシュロトム,でんき,みず,50,65,107,105,107,86,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,18.890596053091734,こおり
603,コータス,ほのお,なし,70,85,140,85,70,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,19.053075821828784,ほのお
604,サダイジャ,じめん,なし,72,107,125,65,70,71,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,20.401987418151748,みず
605,イッカネズミ,ノーマル,なし,74,75,70,65,75,111,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,18.19613854625684,ゴースト
606,アーマーガア,ひこう,はがね,98,87,105,53,85,67,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,14.693562180302928,ドラゴン
607,イルカマン,みず,なし,100,70,72,53,62,100,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,19.240877874221134,ひこう
608,ルカリオ,かくとう,はがね,70,110,70,115,70,90,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,16.7803046583957,はがね
609,ルカリオ,かくとう,はがね,70,110,70,115,70,90,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,16.54731492923746,かくとう
610,ラウドボーン,ほのお,ゴースト,104,75,100,110,75,66,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,18.488403068113506,ノーマル
611,オーロンゲ,あく,フェアリー,95,120,65,95,75,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0,19.466061582214316,はがね
612,ヘイラッシャ,みず,なし,150,100,115,65,65,35,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,19.238520143903752,みず
613,ガブリアス,ドラゴン,じめん,108,130,95,80,85,102,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,20.526658679374613,ノーマル
614,カバルドン,じめん,なし,108,112,118,68,72,47,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,19.665177788294894,ひこう
615,キリキザン,あく,はがね,65,125,100,60,70,70,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,17.326299304227142,くさ
616,ヤミラミ,あく,ゴースト,50,75,75,65,65,50,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,16.823859249748647,ゴースト
617,クエスパトラ,エスパー,なし,95,60,60,101,60,105,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,21.189487113722794,ノーマル
618,シビルドン,でんき,なし,85,115,80,105,80,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,18.71767783750098,かくとう
619,ヒートロトム,でんき,ほのお,50,65,107,105,107,86,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,18.881705411472453,でんき
620,エルレイド,エスパー,かくとう,68,125,65,65,115,80,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,21.83651136300885,くさ
621,サーフゴー,はがね,ゴースト,87,60,95,133,91,84,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,15.05506040764838,かくとう
622,シビルドン,でんき,なし,85,115,80,105,80,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,18.899249085699683,フェアリー
623,チオンジェン,あく,くさ,85,85,100,95,135,70,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,25.02439623113242,どく
624,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,19.888157562569944,ノーマル
625,ウォッシュロトム,でんき,みず,50,65,107,105,107,86,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,18.489873169823085,ほのお
626,ソウブレイズ,ほのお,ゴースト,75,125,80,60,100,85,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,17.483941848579665,くさ
627,ウミトリオ,みず,なし,35,100,50,50,70,120,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,18.04264390624734,あく
628,スコヴィラン,くさ,ほのお,65,108,65,108,65,75,1.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,19.156018593547614,ほのお
629,サザンドラ,あく,ドラゴン,92,105,90,125,90,98,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,21.20298659220693,あく
630,グレンアルマ,ほのお,エスパー,85,60,100,125,80,75,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,20.29846804620171,でんき
631,メブキジカ,ノーマル,くさ,80,100,70,60,70,95,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,22.28459093303453,ノーマル
632,ウルガモス,むし,ほのお,85,60,65,135,105,100,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,20.968167779996648,くさ
633,サーナイト,エスパー,フェアリー,68,65,65,125,115,80,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,19.158699406258417,ほのお
634,ドレディア,くさ,なし,70,60,75,110,75,90,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,21.519175922317718,ほのお
635,アップリュー,くさ,ドラゴン,70,110,80,95,60,70,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,24.979301618293,じめん
636,シビルドン,でんき,なし,85,115,80,105,80,50,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,19.24013827644631,どく
637,ドラパルト,ドラゴン,ゴースト,88,120,75,100,75,142,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0,18.964189291401738,ゴースト
638,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,22.354088267962027,ひこう
639,アラブルタケ,くさ,あく,111,127,99,79,99,55,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,24.497016632325867,ほのお
